ERR6894827	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894827_output.tar.gz	ERR6894827	SAMEA9988343	OXFORD_NANOPORE
ERR6894830	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894830_output.tar.gz	ERR6894830	SAMEA9988346	OXFORD_NANOPORE
ERR6894831	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894831_output.tar.gz	ERR6894831	SAMEA9988347	OXFORD_NANOPORE
ERR6894832	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894832_output.tar.gz	ERR6894832	SAMEA9988348	OXFORD_NANOPORE
ERR6894833	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894833_output.tar.gz	ERR6894833	SAMEA9988349	OXFORD_NANOPORE
ERR6894835	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894835_output.tar.gz	ERR6894835	SAMEA9988351	OXFORD_NANOPORE
ERR6894837	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894837_output.tar.gz	ERR6894837	SAMEA9988353	OXFORD_NANOPORE
ERR6894839	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894839_output.tar.gz	ERR6894839	SAMEA9988355	OXFORD_NANOPORE
ERR6894843	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894843_output.tar.gz	ERR6894843	SAMEA9988359	OXFORD_NANOPORE
ERR6894844	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894844_output.tar.gz	ERR6894844	SAMEA9988360	OXFORD_NANOPORE
ERR6894852	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894852_output.tar.gz	ERR6894852	SAMEA9988368	OXFORD_NANOPORE
ERR6894854	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894854_output.tar.gz	ERR6894854	SAMEA9988370	OXFORD_NANOPORE
ERR6894855	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894855_output.tar.gz	ERR6894855	SAMEA9988371	OXFORD_NANOPORE
ERR6894858	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894858_output.tar.gz	ERR6894858	SAMEA9988374	OXFORD_NANOPORE
ERR6894860	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894860_output.tar.gz	ERR6894860	SAMEA9988376	OXFORD_NANOPORE
ERR6894863	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894863_output.tar.gz	ERR6894863	SAMEA9988379	OXFORD_NANOPORE
ERR6894865	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894865_output.tar.gz	ERR6894865	SAMEA9988381	OXFORD_NANOPORE
ERR6894869	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894869_output.tar.gz	ERR6894869	SAMEA9988385	OXFORD_NANOPORE
ERR6894870	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894870_output.tar.gz	ERR6894870	SAMEA9988386	OXFORD_NANOPORE
ERR6894871	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894871_output.tar.gz	ERR6894871	SAMEA9988387	OXFORD_NANOPORE
ERR6894872	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894872_output.tar.gz	ERR6894872	SAMEA9988388	OXFORD_NANOPORE
ERR6894874	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894874_output.tar.gz	ERR6894874	SAMEA9988390	OXFORD_NANOPORE
ERR6894878	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894878_output.tar.gz	ERR6894878	SAMEA9988394	OXFORD_NANOPORE
ERR6894880	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894880_output.tar.gz	ERR6894880	SAMEA9988396	OXFORD_NANOPORE
ERR6894882	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894882_output.tar.gz	ERR6894882	SAMEA9988398	OXFORD_NANOPORE
ERR6894883	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894883_output.tar.gz	ERR6894883	SAMEA9988399	OXFORD_NANOPORE
ERR6894884	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894884_output.tar.gz	ERR6894884	SAMEA9988400	OXFORD_NANOPORE
ERR6894888	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR6894888_output.tar.gz	ERR6894888	SAMEA9988404	OXFORD_NANOPORE
ERR7112280	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112280_output.tar.gz	ERR7112280	SAMEA10017992	OXFORD_NANOPORE
ERR7112295	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112295_output.tar.gz	ERR7112295	SAMEA10018007	OXFORD_NANOPORE
ERR7112306	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112306_output.tar.gz	ERR7112306	SAMEA10018018	OXFORD_NANOPORE
ERR7112365	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112365_output.tar.gz	ERR7112365	SAMEA10018077	OXFORD_NANOPORE
ERR7112370	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112370_output.tar.gz	ERR7112370	SAMEA10018082	OXFORD_NANOPORE
ERR7112372	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112372_output.tar.gz	ERR7112372	SAMEA10018084	OXFORD_NANOPORE
ERR7112380	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112380_output.tar.gz	ERR7112380	SAMEA10018092	OXFORD_NANOPORE
ERR7112381	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112381_output.tar.gz	ERR7112381	SAMEA10018093	OXFORD_NANOPORE
ERR7112389	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112389_output.tar.gz	ERR7112389	SAMEA10018101	OXFORD_NANOPORE
ERR7112393	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112393_output.tar.gz	ERR7112393	SAMEA10018105	OXFORD_NANOPORE
ERR7112418	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112418_output.tar.gz	ERR7112418	SAMEA10018130	OXFORD_NANOPORE
ERR7112460	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112460_output.tar.gz	ERR7112460	SAMEA10018173	OXFORD_NANOPORE
ERR7112462	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112462_output.tar.gz	ERR7112462	SAMEA10018175	OXFORD_NANOPORE
ERR7112470	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112470_output.tar.gz	ERR7112470	SAMEA10018183	OXFORD_NANOPORE
ERR7112472	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112472_output.tar.gz	ERR7112472	SAMEA10018185	OXFORD_NANOPORE
ERR7112474	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112474_output.tar.gz	ERR7112474	SAMEA10018187	OXFORD_NANOPORE
ERR7112476	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112476_output.tar.gz	ERR7112476	SAMEA10018189	OXFORD_NANOPORE
ERR7112478	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112478_output.tar.gz	ERR7112478	SAMEA10018191	OXFORD_NANOPORE
ERR7112489	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112489_output.tar.gz	ERR7112489	SAMEA10018202	OXFORD_NANOPORE
ERR7112507	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112507_output.tar.gz	ERR7112507	SAMEA10018220	OXFORD_NANOPORE
ERR7112518	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112518_output.tar.gz	ERR7112518	SAMEA10018231	OXFORD_NANOPORE
ERR7112524	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7112524_output.tar.gz	ERR7112524	SAMEA10018237	OXFORD_NANOPORE
ERR7365345	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365345_output.tar.gz	ERR7365345	SAMEA10759351	OXFORD_NANOPORE
ERR7365351	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365351_output.tar.gz	ERR7365351	SAMEA10759357	OXFORD_NANOPORE
ERR7365352	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365352_output.tar.gz	ERR7365352	SAMEA10759358	OXFORD_NANOPORE
ERR7365353	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365353_output.tar.gz	ERR7365353	SAMEA10759359	OXFORD_NANOPORE
ERR7365355	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365355_output.tar.gz	ERR7365355	SAMEA10759361	OXFORD_NANOPORE
ERR7365356	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365356_output.tar.gz	ERR7365356	SAMEA10759362	OXFORD_NANOPORE
ERR7365358	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365358_output.tar.gz	ERR7365358	SAMEA10759364	OXFORD_NANOPORE
ERR7365362	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365362_output.tar.gz	ERR7365362	SAMEA10759368	OXFORD_NANOPORE
ERR7365364	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365364_output.tar.gz	ERR7365364	SAMEA10759370	OXFORD_NANOPORE
ERR7365365	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365365_output.tar.gz	ERR7365365	SAMEA10759371	OXFORD_NANOPORE
ERR7365366	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365366_output.tar.gz	ERR7365366	SAMEA10759372	OXFORD_NANOPORE
ERR7365368	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365368_output.tar.gz	ERR7365368	SAMEA10759374	OXFORD_NANOPORE
ERR7365369	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365369_output.tar.gz	ERR7365369	SAMEA10759375	OXFORD_NANOPORE
ERR7365373	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365373_output.tar.gz	ERR7365373	SAMEA10759379	OXFORD_NANOPORE
ERR7365374	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365374_output.tar.gz	ERR7365374	SAMEA10759380	OXFORD_NANOPORE
ERR7365376	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365376_output.tar.gz	ERR7365376	SAMEA10759382	OXFORD_NANOPORE
ERR7365377	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365377_output.tar.gz	ERR7365377	SAMEA10759383	OXFORD_NANOPORE
ERR7365379	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365379_output.tar.gz	ERR7365379	SAMEA10759385	OXFORD_NANOPORE
ERR7365383	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365383_output.tar.gz	ERR7365383	SAMEA10759389	OXFORD_NANOPORE
ERR7365385	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365385_output.tar.gz	ERR7365385	SAMEA10759391	OXFORD_NANOPORE
ERR7365386	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365386_output.tar.gz	ERR7365386	SAMEA10759392	OXFORD_NANOPORE
ERR7365388	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365388_output.tar.gz	ERR7365388	SAMEA10759394	OXFORD_NANOPORE
ERR7365394	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365394_output.tar.gz	ERR7365394	SAMEA10759400	OXFORD_NANOPORE
ERR7365397	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365397_output.tar.gz	ERR7365397	SAMEA10759403	OXFORD_NANOPORE
ERR7365399	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365399_output.tar.gz	ERR7365399	SAMEA10759405	OXFORD_NANOPORE
ERR7365400	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365400_output.tar.gz	ERR7365400	SAMEA10759406	OXFORD_NANOPORE
ERR7365401	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365401_output.tar.gz	ERR7365401	SAMEA10759407	OXFORD_NANOPORE
ERR7365405	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365405_output.tar.gz	ERR7365405	SAMEA10759411	OXFORD_NANOPORE
ERR7365412	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365412_output.tar.gz	ERR7365412	SAMEA10759418	OXFORD_NANOPORE
ERR7365413	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365413_output.tar.gz	ERR7365413	SAMEA10759419	OXFORD_NANOPORE
ERR7365418	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365418_output.tar.gz	ERR7365418	SAMEA10759424	OXFORD_NANOPORE
ERR7365423	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365423_output.tar.gz	ERR7365423	SAMEA10759429	OXFORD_NANOPORE
ERR7365426	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365426_output.tar.gz	ERR7365426	SAMEA10759432	OXFORD_NANOPORE
ERR7365427	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365427_output.tar.gz	ERR7365427	SAMEA10759433	OXFORD_NANOPORE
ERR7365430	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365430_output.tar.gz	ERR7365430	SAMEA10759436	OXFORD_NANOPORE
ERR7365431	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365431_output.tar.gz	ERR7365431	SAMEA10759437	OXFORD_NANOPORE
ERR7365435	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365435_output.tar.gz	ERR7365435	SAMEA10759441	OXFORD_NANOPORE
ERR7365436	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365436_output.tar.gz	ERR7365436	SAMEA10759442	OXFORD_NANOPORE
ERR7365437	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365437_output.tar.gz	ERR7365437	SAMEA10759443	OXFORD_NANOPORE
ERR7365439	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365439_output.tar.gz	ERR7365439	SAMEA10759445	OXFORD_NANOPORE
ERR7365440	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365440_output.tar.gz	ERR7365440	SAMEA10759446	OXFORD_NANOPORE
ERR7365443	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365443_output.tar.gz	ERR7365443	SAMEA10759449	OXFORD_NANOPORE
ERR7365444	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365444_output.tar.gz	ERR7365444	SAMEA10759450	OXFORD_NANOPORE
ERR7365447	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365447_output.tar.gz	ERR7365447	SAMEA10759453	OXFORD_NANOPORE
ERR7365449	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365449_output.tar.gz	ERR7365449	SAMEA10759455	OXFORD_NANOPORE
ERR7365451	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365451_output.tar.gz	ERR7365451	SAMEA10759457	OXFORD_NANOPORE
ERR7365452	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365452_output.tar.gz	ERR7365452	SAMEA10759458	OXFORD_NANOPORE
ERR7365454	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365454_output.tar.gz	ERR7365454	SAMEA10759460	OXFORD_NANOPORE
ERR7365456	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365456_output.tar.gz	ERR7365456	SAMEA10759462	OXFORD_NANOPORE
ERR7365457	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365457_output.tar.gz	ERR7365457	SAMEA10759463	OXFORD_NANOPORE
ERR7365465	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365465_output.tar.gz	ERR7365465	SAMEA10759471	OXFORD_NANOPORE
ERR7365466	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365466_output.tar.gz	ERR7365466	SAMEA10759472	OXFORD_NANOPORE
ERR7365468	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365468_output.tar.gz	ERR7365468	SAMEA10759474	OXFORD_NANOPORE
ERR7365470	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365470_output.tar.gz	ERR7365470	SAMEA10759476	OXFORD_NANOPORE
ERR7365472	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365472_output.tar.gz	ERR7365472	SAMEA10759478	OXFORD_NANOPORE
ERR7365473	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365473_output.tar.gz	ERR7365473	SAMEA10759479	OXFORD_NANOPORE
ERR7365476	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365476_output.tar.gz	ERR7365476	SAMEA10759482	OXFORD_NANOPORE
ERR7365481	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365481_output.tar.gz	ERR7365481	SAMEA10759487	OXFORD_NANOPORE
ERR7365484	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365484_output.tar.gz	ERR7365484	SAMEA10759490	OXFORD_NANOPORE
ERR7365486	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365486_output.tar.gz	ERR7365486	SAMEA10759492	OXFORD_NANOPORE
ERR7365487	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365487_output.tar.gz	ERR7365487	SAMEA10759493	OXFORD_NANOPORE
ERR7365490	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365490_output.tar.gz	ERR7365490	SAMEA10759496	OXFORD_NANOPORE
ERR7365494	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365494_output.tar.gz	ERR7365494	SAMEA10759500	OXFORD_NANOPORE
ERR7365495	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365495_output.tar.gz	ERR7365495	SAMEA10759501	OXFORD_NANOPORE
ERR7365496	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365496_output.tar.gz	ERR7365496	SAMEA10759502	OXFORD_NANOPORE
ERR7365498	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365498_output.tar.gz	ERR7365498	SAMEA10759504	OXFORD_NANOPORE
ERR7365499	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365499_output.tar.gz	ERR7365499	SAMEA10759505	OXFORD_NANOPORE
ERR7365502	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365502_output.tar.gz	ERR7365502	SAMEA10759508	OXFORD_NANOPORE
ERR7365503	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365503_output.tar.gz	ERR7365503	SAMEA10759509	OXFORD_NANOPORE
ERR7365504	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365504_output.tar.gz	ERR7365504	SAMEA10759510	OXFORD_NANOPORE
ERR7365506	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365506_output.tar.gz	ERR7365506	SAMEA10759512	OXFORD_NANOPORE
ERR7365507	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365507_output.tar.gz	ERR7365507	SAMEA10759513	OXFORD_NANOPORE
ERR7365509	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365509_output.tar.gz	ERR7365509	SAMEA10759515	OXFORD_NANOPORE
ERR7365510	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365510_output.tar.gz	ERR7365510	SAMEA10759516	OXFORD_NANOPORE
ERR7365512	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365512_output.tar.gz	ERR7365512	SAMEA10759518	OXFORD_NANOPORE
ERR7365518	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365518_output.tar.gz	ERR7365518	SAMEA10759524	OXFORD_NANOPORE
ERR7365519	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365519_output.tar.gz	ERR7365519	SAMEA10759525	OXFORD_NANOPORE
ERR7365528	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365528_output.tar.gz	ERR7365528	SAMEA10759534	OXFORD_NANOPORE
ERR7365531	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365531_output.tar.gz	ERR7365531	SAMEA10759537	OXFORD_NANOPORE
ERR7365533	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365533_output.tar.gz	ERR7365533	SAMEA10759539	OXFORD_NANOPORE
ERR7365534	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365534_output.tar.gz	ERR7365534	SAMEA10759540	OXFORD_NANOPORE
ERR7365536	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365536_output.tar.gz	ERR7365536	SAMEA10759542	OXFORD_NANOPORE
ERR7365538	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365538_output.tar.gz	ERR7365538	SAMEA10759544	OXFORD_NANOPORE
ERR7365541	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365541_output.tar.gz	ERR7365541	SAMEA10759547	OXFORD_NANOPORE
ERR7365544	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365544_output.tar.gz	ERR7365544	SAMEA10759550	OXFORD_NANOPORE
ERR7365545	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365545_output.tar.gz	ERR7365545	SAMEA10759551	OXFORD_NANOPORE
ERR7365546	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365546_output.tar.gz	ERR7365546	SAMEA10759552	OXFORD_NANOPORE
ERR7365548	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365548_output.tar.gz	ERR7365548	SAMEA10759554	OXFORD_NANOPORE
ERR7365550	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365550_output.tar.gz	ERR7365550	SAMEA10759556	OXFORD_NANOPORE
ERR7365551	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365551_output.tar.gz	ERR7365551	SAMEA10759557	OXFORD_NANOPORE
ERR7365552	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365552_output.tar.gz	ERR7365552	SAMEA10759558	OXFORD_NANOPORE
ERR7365554	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365554_output.tar.gz	ERR7365554	SAMEA10759560	OXFORD_NANOPORE
ERR7365555	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365555_output.tar.gz	ERR7365555	SAMEA10759561	OXFORD_NANOPORE
ERR7365561	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365561_output.tar.gz	ERR7365561	SAMEA10759567	OXFORD_NANOPORE
ERR7365568	gs://prj-int-dev-covid19-nf-gls/2021-12-13/nanopore_0/results/ERR7365568_output.tar.gz	ERR7365568	SAMEA10759574	OXFORD_NANOPORE
