run_accession	sample_accession	instrument_platform	instrument_model	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	country	collection_date	isolate	strain
ERR4080483	SAMEA6798412	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/003/ERR4080483/ERR4080483_1.fastq.gz	97303654	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080483/ERR4080483_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080483/ERR4080483_1.fastq.gz	a91a9dfa2f7008e13a7ce9767aa9aaf3	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080484	SAMEA6798413	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/004/ERR4080484/ERR4080484_1.fastq.gz	167415135	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080484/ERR4080484_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080484/ERR4080484_1.fastq.gz	c57fef34933cbbec2e9e08867f3c664c	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080485	SAMEA6798414	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/005/ERR4080485/ERR4080485_1.fastq.gz	145705582	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080485/ERR4080485_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080485/ERR4080485_1.fastq.gz	4de269d2b5831e1c5175586af694d21e	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080486	SAMEA6798415	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/006/ERR4080486/ERR4080486_1.fastq.gz	79369784	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080486/ERR4080486_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080486/ERR4080486_1.fastq.gz	4f314fbc399cedeffce0856885393e9d	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080487	SAMEA6798416	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/007/ERR4080487/ERR4080487_1.fastq.gz	150571488	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080487/ERR4080487_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080487/ERR4080487_1.fastq.gz	1e234d2371486c9fbb0ee11088ed6ffb	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080488	SAMEA6798417	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/008/ERR4080488/ERR4080488_1.fastq.gz	124177694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080488/ERR4080488_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080488/ERR4080488_1.fastq.gz	e3b1aae5f25664830d3b224e573565ae	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080489	SAMEA6798419	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/009/ERR4080489/ERR4080489_1.fastq.gz	146591260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080489/ERR4080489_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080489/ERR4080489_1.fastq.gz	9a21b41810cab43ae29573bbad5ce5ad	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080490	SAMEA6798420	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/000/ERR4080490/ERR4080490_1.fastq.gz	159537457	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080490/ERR4080490_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080490/ERR4080490_1.fastq.gz	98463a6963b8ba594fdd3b3bda382adf	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080491	SAMEA6798421	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/001/ERR4080491/ERR4080491_1.fastq.gz	133563085	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080491/ERR4080491_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080491/ERR4080491_1.fastq.gz	7d382d33ca9e4066edf20ed246db40bf	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080492	SAMEA6798422	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/002/ERR4080492/ERR4080492_1.fastq.gz	153276399	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080492/ERR4080492_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080492/ERR4080492_1.fastq.gz	d04a547e5608a364a1d8d8e51381cc35	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080493	SAMEA6798423	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/003/ERR4080493/ERR4080493_1.fastq.gz	116095338	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080493/ERR4080493_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080493/ERR4080493_1.fastq.gz	6acb91785b3dfb45fb62a854acaf64bb	2020-04-29	2020-04-29	Denmark	2020-03-11	not provided	
ERR4080494	SAMEA6798424	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/004/ERR4080494/ERR4080494_1.fastq.gz	76199791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080494/ERR4080494_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080494/ERR4080494_1.fastq.gz	7f694e04ca098c81fd7a9fdbaa977058	2020-04-29	2020-04-29	Denmark	2020-03-11	not provided	
ERR4080495	SAMEA6798425	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/005/ERR4080495/ERR4080495_1.fastq.gz	83441885	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080495/ERR4080495_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080495/ERR4080495_1.fastq.gz	e6c27f265ea971e7b37d5b36b07cd395	2020-04-29	2020-04-29	Denmark	2020-03-11	not provided	
ERR4080496	SAMEA6798426	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/006/ERR4080496/ERR4080496_1.fastq.gz	25338957	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080496/ERR4080496_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080496/ERR4080496_1.fastq.gz	e175d1b79da92bb5a45aa69b6470fb58	2020-04-29	2020-04-29	Denmark	2020-03-11	not provided	
ERR4080497	SAMEA6798427	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/007/ERR4080497/ERR4080497_1.fastq.gz	51578290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080497/ERR4080497_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080497/ERR4080497_1.fastq.gz	9e19d24337d597ae27b98d008a44f5d3	2020-04-29	2020-04-29	Denmark	2020-03-11	not provided	
ERR4080498	SAMEA6798428	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/008/ERR4080498/ERR4080498_1.fastq.gz	66950793	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080498/ERR4080498_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080498/ERR4080498_1.fastq.gz	39b9c2cea8a77b7f9682bfeb31a37699	2020-04-29	2020-04-29	Denmark	2020-03-11	not provided	
ERR4080499	SAMEA6798429	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/009/ERR4080499/ERR4080499_1.fastq.gz	62703852	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080499/ERR4080499_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080499/ERR4080499_1.fastq.gz	7f1ab17eac9113c278747f8b66057d33	2020-04-29	2020-04-29	Denmark	2020-03-11	not provided	
ERR4080500	SAMEA6798430	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/000/ERR4080500/ERR4080500_1.fastq.gz	72635447	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080500/ERR4080500_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080500/ERR4080500_1.fastq.gz	3f4bfa58ae53117e0eb6881ab3f36fdd	2020-04-29	2020-04-29	Denmark	2020-03-12	not provided	
ERR4080501	SAMEA6798431	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/001/ERR4080501/ERR4080501_1.fastq.gz	61079919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080501/ERR4080501_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080501/ERR4080501_1.fastq.gz	bf564eb923c96636d7488b3e6904da4c	2020-04-29	2020-04-29	Denmark	2020-03-11	not provided	
ERR4080502	SAMEA6798432	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/002/ERR4080502/ERR4080502_1.fastq.gz	37653278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080502/ERR4080502_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080502/ERR4080502_1.fastq.gz	3910400d72a1121f21ea422c5b3fbffd	2020-04-29	2020-04-29	Denmark	2020-03-12	not provided	
ERR4080503	SAMEA6798433	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/003/ERR4080503/ERR4080503_1.fastq.gz	33576869	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080503/ERR4080503_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080503/ERR4080503_1.fastq.gz	12a01d50e4cb5333f39989b930ad159c	2020-04-29	2020-04-29	Denmark	2020-03-12	not provided	
ERR4080504	SAMEA6798434	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/004/ERR4080504/ERR4080504_1.fastq.gz	63821490	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080504/ERR4080504_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080504/ERR4080504_1.fastq.gz	3ecb3c746d9e945b1c2ab65677587ed4	2020-04-29	2020-04-29	Denmark	2020-03-13	not provided	
ERR4080505	SAMEA6798435	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/005/ERR4080505/ERR4080505_1.fastq.gz	33987441	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080505/ERR4080505_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080505/ERR4080505_1.fastq.gz	d1ef92cab42279bf535e22dc570caf9a	2020-04-29	2020-04-29	Denmark	2020-03-13	not provided	
ERR4080506	SAMEA6798436	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/006/ERR4080506/ERR4080506_1.fastq.gz	88222949	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080506/ERR4080506_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080506/ERR4080506_1.fastq.gz	50a24633cfa1b4b7af675132f7725ea0	2020-04-29	2020-04-29	Denmark	2020-03-13	not provided	
ERR4080507	SAMEA6798437	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/007/ERR4080507/ERR4080507_1.fastq.gz	51368841	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080507/ERR4080507_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080507/ERR4080507_1.fastq.gz	9ae79502d0c8cc5d4c3a0ca47c1470c0	2020-04-29	2020-04-29	Denmark	2020-03-14	not provided	
ERR4080508	SAMEA6798438	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/008/ERR4080508/ERR4080508_1.fastq.gz	17095839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080508/ERR4080508_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080508/ERR4080508_1.fastq.gz	3b9a82566e40396e592e2fb2ba1a5050	2020-04-29	2020-04-29	Denmark	2020-03-14	not provided	
ERR4080509	SAMEA6798439	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/009/ERR4080509/ERR4080509_1.fastq.gz	53297005	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080509/ERR4080509_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080509/ERR4080509_1.fastq.gz	00a1cabf90a80c4fdbd133ec18825b1a	2020-04-29	2020-04-29	Denmark	2020-03-15	not provided	
ERR4080510	SAMEA6798440	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/000/ERR4080510/ERR4080510_1.fastq.gz	88370359	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080510/ERR4080510_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080510/ERR4080510_1.fastq.gz	a541c9eba47ee10eed8048c72064b592	2020-04-29	2020-04-29	Denmark	2020-03-14	not provided	
ERR4080511	SAMEA6798441	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/001/ERR4080511/ERR4080511_1.fastq.gz	77056554	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080511/ERR4080511_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080511/ERR4080511_1.fastq.gz	04ab415e1d3e0acf31c19e8c7ac2fcaf	2020-04-29	2020-04-29	Denmark	2020-03-13	not provided	
ERR4080512	SAMEA6798442	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/002/ERR4080512/ERR4080512_1.fastq.gz	162647996	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080512/ERR4080512_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080512/ERR4080512_1.fastq.gz	e984835f3a62e613f9b29eb83c5f6265	2020-04-29	2020-04-29	Denmark	2020-03-16	not provided	
ERR4080513	SAMEA6798443	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/003/ERR4080513/ERR4080513_1.fastq.gz	167559762	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080513/ERR4080513_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080513/ERR4080513_1.fastq.gz	167c28784d47793579de55eb47948bdb	2020-04-29	2020-04-29	Denmark	2020-03-16	not provided	
ERR4080514	SAMEA6798444	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/004/ERR4080514/ERR4080514_1.fastq.gz	151269876	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080514/ERR4080514_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080514/ERR4080514_1.fastq.gz	b935f12b590a067e9c63fd8284640659	2020-04-29	2020-04-29	Denmark	2020-03-16	not provided	
ERR4080515	SAMEA6798445	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/005/ERR4080515/ERR4080515_1.fastq.gz	119556120	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080515/ERR4080515_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080515/ERR4080515_1.fastq.gz	cd1acc4b4c52e6a289bd72bafae87913	2020-04-29	2020-04-29	Denmark	2020-03-17	not provided	
ERR4080516	SAMEA6798446	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/006/ERR4080516/ERR4080516_1.fastq.gz	146410418	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080516/ERR4080516_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080516/ERR4080516_1.fastq.gz	0ad66b261deb70e95db31611c4db7f37	2020-04-29	2020-04-29	Denmark	2020-03-17	not provided	
ERR4080517	SAMEA6798447	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/007/ERR4080517/ERR4080517_1.fastq.gz	118130460	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080517/ERR4080517_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080517/ERR4080517_1.fastq.gz	cb63af2481b24e64aea76b49ff057f19	2020-04-29	2020-04-29	Denmark	2020-03-17	not provided	
ERR4080518	SAMEA6798448	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/008/ERR4080518/ERR4080518_1.fastq.gz	176344606	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080518/ERR4080518_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080518/ERR4080518_1.fastq.gz	3d31295317cba621fc1e72774db26a78	2020-04-29	2020-04-29	Denmark	2020-03-17	not provided	
ERR4080519	SAMEA6798449	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/009/ERR4080519/ERR4080519_1.fastq.gz	131682623	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080519/ERR4080519_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080519/ERR4080519_1.fastq.gz	3061ef6d3ccf9b77a0a201cad357310f	2020-04-29	2020-04-29	Denmark	2020-03-17	not provided	
ERR4080520	SAMEA6798450	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/000/ERR4080520/ERR4080520_1.fastq.gz	103696365	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080520/ERR4080520_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080520/ERR4080520_1.fastq.gz	5c090df67d6d7e7e85049d32e5a1dbc4	2020-04-29	2020-04-29	Denmark	2020-03-18	not provided	
ERR4080521	SAMEA6798451	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/001/ERR4080521/ERR4080521_1.fastq.gz	173432729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080521/ERR4080521_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080521/ERR4080521_1.fastq.gz	ace7fe523b20510609cc85c679ed482b	2020-04-29	2020-04-29	Denmark	2020-03-17	not provided	
ERR4080522	SAMEA6798452	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/002/ERR4080522/ERR4080522_1.fastq.gz	47161727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080522/ERR4080522_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080522/ERR4080522_1.fastq.gz	dcecd0a1a43fa8c67db1456d792f31e5	2020-04-29	2020-04-29	Denmark	2020-03-17	not provided	
ERR4080523	SAMEA6798453	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/003/ERR4080523/ERR4080523_1.fastq.gz	136430397	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080523/ERR4080523_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080523/ERR4080523_1.fastq.gz	f8a40b6b8bba8c90809e25fca9e6fa1f	2020-04-29	2020-04-29	Denmark	2020-03-18	not provided	
ERR4080524	SAMEA6798454	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/004/ERR4080524/ERR4080524_1.fastq.gz	102812501	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080524/ERR4080524_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080524/ERR4080524_1.fastq.gz	e8d1099b912e8d519a5ff0bbb553d227	2020-04-29	2020-04-29	Denmark	2020-03-18	not provided	
ERR4080525	SAMEA6798455	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/005/ERR4080525/ERR4080525_1.fastq.gz	82059326	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080525/ERR4080525_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080525/ERR4080525_1.fastq.gz	0c61d4d5318039c784ee10de62460909	2020-04-29	2020-04-29	Denmark	2020-03-18	not provided	
